SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,LeaseContractLength,PurchaseOption,OfferingClass,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Physical Processor,Clock Speed,Memory,Storage,Network Performance,Processor Architecture,Storage Media,Volume Type,Max Volume Size,Max IOPS/volume,Max IOPS Burst Performance,Max throughput/volume,Provisioned,Tenancy,EBS Optimized,Operating System,License Model,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,CapacityStatus,Dedicated EBS Throughput,ECU,Elastic GPU Type,Enhanced Networking Supported,GPU,GPU Memory,Instance,Instance Capacity - 10xlarge,Instance Capacity - 2xlarge,Instance Capacity - 32xlarge,Instance Capacity - 4xlarge,Instance Capacity - 8xlarge,Instance Capacity - 9xlarge,Instance Capacity - large,Instance Capacity - medium,Instance Capacity - xlarge,Intel AVX Available,Intel AVX2 Available,Intel Turbo Available,Normalization Size Factor,Physical Cores,Pre Installed S/W,Processor Features,serviceName
XC5ZWJZS84Q3XZTZ,JRTCKXETXF,XC5ZWJZS84Q3XZTZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.384 per Dedicated RHEL g3.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.384,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,g3.4xlarge,Yes,GPU instance,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,122 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:g3.4xlarge,RunInstances:0010,Used,3500 Mbps,47,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,32,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
355G43EUBXD5NEFF,JRTCKXETXF,355G43EUBXD5NEFF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.99 per Dedicated Windows g3.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.99,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,g3.4xlarge,Yes,GPU instance,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,122 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:g3.4xlarge,RunInstances:0002,Used,3500 Mbps,47,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,32,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
Q65EXUN6VVKKRUQ6,JRTCKXETXF,Q65EXUN6VVKKRUQ6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.254 per Dedicated Linux g3.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.254,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,g3.4xlarge,Yes,GPU instance,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,122 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:g3.4xlarge,RunInstances,Used,3500 Mbps,47,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,32,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
Z4Y83SEHA9UDFDP2,JRTCKXETXF,Z4Y83SEHA9UDFDP2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.354 per Dedicated SUSE g3.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.354,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,g3.4xlarge,Yes,GPU instance,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,122 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:g3.4xlarge,RunInstances:000g,Used,3500 Mbps,47,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,32,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
XDG4DYSAQBVCPRJQ,JRTCKXETXF,XDG4DYSAQBVCPRJQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.638 per Dedicated RHEL g3.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2.638,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,g3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:g3.8xlarge,RunInstances:0010,Used,7000 Mbps,94,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
HFJ8JNVXU9Z88543,JRTCKXETXF,HFJ8JNVXU9Z88543.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.608 per Dedicated SUSE g3.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2.608,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,g3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:g3.8xlarge,RunInstances:000g,Used,7000 Mbps,94,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
MK9AMH7NU69KFAYJ,JRTCKXETXF,MK9AMH7NU69KFAYJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.508 per Dedicated Linux g3.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2.508,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,g3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:g3.8xlarge,RunInstances,Used,7000 Mbps,94,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
69HHGBJ3N8F7N3PN,JRTCKXETXF,69HHGBJ3N8F7N3PN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.98 per Dedicated Windows g3.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.98,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,g3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:g3.8xlarge,RunInstances:0002,Used,7000 Mbps,94,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
3AGWGXF3V59F6PHB,JRTCKXETXF,3AGWGXF3V59F6PHB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$6.688 per Dedicated Windows h1.16xlarge Instance Hour,01/08/2018,0,Inf,Hrs,6.688,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.16xlarge,Yes,Storage optimized,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,256 GiB,8 x 2000 HDD,25 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:h1.16xlarge,RunInstances:0002,Used,12000 Mbps,188,,Yes,,,,,,,,,,,,,,,,128,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
AY6YGYYWDA5V66YF,JRTCKXETXF,AY6YGYYWDA5V66YF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.874 per Dedicated RHEL h1.16xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.874,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.16xlarge,Yes,Storage optimized,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,256 GiB,8 x 2000 HDD,25 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:h1.16xlarge,RunInstances:0010,Used,12000 Mbps,188,,Yes,,,,,,,,,,,,,,,,128,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
YUVYPP5CMV3GS9F3,JRTCKXETXF,YUVYPP5CMV3GS9F3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.844 per Dedicated SUSE h1.16xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.844,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.16xlarge,Yes,Storage optimized,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,256 GiB,8 x 2000 HDD,25 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:h1.16xlarge,RunInstances:000g,Used,12000 Mbps,188,,Yes,,,,,,,,,,,,,,,,128,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
FT8T97VR6FB9HCPF,JRTCKXETXF,FT8T97VR6FB9HCPF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.744 per Dedicated Linux h1.16xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.744,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.16xlarge,Yes,Storage optimized,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,256 GiB,8 x 2000 HDD,25 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:h1.16xlarge,RunInstances,Used,12000 Mbps,188,,Yes,,,,,,,,,,,,,,,,128,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
Z8UKB3QQ5RJPANSH,JRTCKXETXF,Z8UKB3QQ5RJPANSH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.598 per Dedicated SUSE h1.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.598,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.2xlarge,Yes,Storage optimized,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,32 GiB,1 x 2000 HDD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:h1.2xlarge,RunInstances:000g,Used,1600 Mbps,26,,Yes,,,,,,,,,,,,,,,,16,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
V8ZMSAKQQNM5VQ8R,JRTCKXETXF,V8ZMSAKQQNM5VQ8R.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.628 per Dedicated RHEL h1.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.628,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.2xlarge,Yes,Storage optimized,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,32 GiB,1 x 2000 HDD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:h1.2xlarge,RunInstances:0010,Used,1600 Mbps,26,,Yes,,,,,,,,,,,,,,,,16,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
QD8FEJ6V82SXX8PF,JRTCKXETXF,QD8FEJ6V82SXX8PF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.866 per Dedicated Windows h1.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.866,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.2xlarge,Yes,Storage optimized,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,32 GiB,1 x 2000 HDD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:h1.2xlarge,RunInstances:0002,Used,1600 Mbps,26,,Yes,,,,,,,,,,,,,,,,16,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
HFMXCQ38KNR6HW3Z,JRTCKXETXF,HFMXCQ38KNR6HW3Z.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.498 per Dedicated Linux h1.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.498,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.2xlarge,Yes,Storage optimized,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,32 GiB,1 x 2000 HDD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:h1.2xlarge,RunInstances,Used,1600 Mbps,26,,Yes,,,,,,,,,,,,,,,,16,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
5B7MTFV88JYTT4D5,JRTCKXETXF,5B7MTFV88JYTT4D5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.733 per Dedicated Windows h1.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.733,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.4xlarge,Yes,Storage optimized,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,64 GiB,2 x 2000 HDD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:h1.4xlarge,RunInstances:0002,Used,3000 Mbps,53.5,,Yes,,,,,,,,,,,,,,,,32,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
ETXVWGVV2P7ERRYN,JRTCKXETXF,ETXVWGVV2P7ERRYN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.097 per Dedicated SUSE h1.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.097,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.4xlarge,Yes,Storage optimized,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,64 GiB,2 x 2000 HDD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:h1.4xlarge,RunInstances:000g,Used,3000 Mbps,53.5,,Yes,,,,,,,,,,,,,,,,32,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
GNZAG2H6QR3EFFEY,JRTCKXETXF,GNZAG2H6QR3EFFEY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.127 per Dedicated RHEL h1.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.127,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.4xlarge,Yes,Storage optimized,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,64 GiB,2 x 2000 HDD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:h1.4xlarge,RunInstances:0010,Used,3000 Mbps,53.5,,Yes,,,,,,,,,,,,,,,,32,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
Q4SM5JJXAPXDU72R,JRTCKXETXF,Q4SM5JJXAPXDU72R.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.997 per Dedicated Linux h1.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.997,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.4xlarge,Yes,Storage optimized,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,64 GiB,2 x 2000 HDD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:h1.4xlarge,RunInstances,Used,3000 Mbps,53.5,,Yes,,,,,,,,,,,,,,,,32,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
T3U8768WBW97N29P,JRTCKXETXF,T3U8768WBW97N29P.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.465 per Dedicated Windows h1.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.465,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.8xlarge,Yes,Storage optimized,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,128 GiB,4 x 2000 HDD,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:h1.8xlarge,RunInstances:0002,Used,6000 Mbps,99,,Yes,,,,,,,,,,,,,,,,64,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
PV29YT7HGZE57MV7,JRTCKXETXF,PV29YT7HGZE57MV7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.993 per Dedicated Linux h1.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.993,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.8xlarge,Yes,Storage optimized,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,128 GiB,4 x 2000 HDD,10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:h1.8xlarge,RunInstances,Used,6000 Mbps,99,,Yes,,,,,,,,,,,,,,,,64,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
DBD4WUH9VW3KWX4F,JRTCKXETXF,DBD4WUH9VW3KWX4F.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.123 per Dedicated RHEL h1.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2.123,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.8xlarge,Yes,Storage optimized,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,128 GiB,4 x 2000 HDD,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:h1.8xlarge,RunInstances:0010,Used,6000 Mbps,99,,Yes,,,,,,,,,,,,,,,,64,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
24D637RX7TFKXVMW,JRTCKXETXF,24D637RX7TFKXVMW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.093 per Dedicated SUSE h1.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2.093,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,h1.8xlarge,Yes,Storage optimized,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,128 GiB,4 x 2000 HDD,10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:h1.8xlarge,RunInstances:000g,Used,6000 Mbps,99,,Yes,,,,,,,,,,,,,,,,64,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
QNQNFXEZD4JV6K7J,JRTCKXETXF,QNQNFXEZD4JV6K7J.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.730 per Dedicated RHEL hs1.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,4.73,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,hs1.8xlarge,No,Storage optimized,17,Intel Xeon E5-2650,2 GHz,117 GiB,24 x 2000,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:hs1.8xlarge,RunInstances:0010,Used,,35,,,,,,,,,,,,,,,,,,64,,NA,,Amazon Elastic Compute Cloud
NCQEUP5F7MP2C7VT,JRTCKXETXF,NCQEUP5F7MP2C7VT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.931 per Dedicated Windows hs1.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,4.931,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,hs1.8xlarge,No,Storage optimized,17,Intel Xeon E5-2650,2 GHz,117 GiB,24 x 2000,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:hs1.8xlarge,RunInstances:0002,Used,,35,,,,,,,,,,,,,,,,,,64,,NA,,Amazon Elastic Compute Cloud
Q7XJ7URGAZ8RWDX7,JRTCKXETXF,Q7XJ7URGAZ8RWDX7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.700 per Dedicated SUSE hs1.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,4.7,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,hs1.8xlarge,No,Storage optimized,17,Intel Xeon E5-2650,2 GHz,117 GiB,24 x 2000,10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:hs1.8xlarge,RunInstances:000g,Used,,35,,,,,,,,,,,,,,,,,,64,,NA,,Amazon Elastic Compute Cloud
64EUYDYDPNWKXQUX,JRTCKXETXF,64EUYDYDPNWKXQUX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.600 per Dedicated Linux hs1.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,4.6,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,hs1.8xlarge,No,Storage optimized,17,Intel Xeon E5-2650,2 GHz,117 GiB,24 x 2000,10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:hs1.8xlarge,RunInstances,Used,,35,,,,,,,,,,,,,,,,,,64,,NA,,Amazon Elastic Compute Cloud
N58RGQJW3EFKG6Q2,JRTCKXETXF,N58RGQJW3EFKG6Q2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.006 per Dedicated RHEL i2.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2.006,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,i2.2xlarge,No,Storage optimized,8,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,61 GiB,2 x 800 SSD,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:i2.2xlarge,RunInstances:0010,Used,,27,,Yes,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
V7SRDNUCBKDMKD3M,JRTCKXETXF,V7SRDNUCBKDMKD3M.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.876 per Dedicated Linux i2.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.876,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,i2.2xlarge,No,Storage optimized,8,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,61 GiB,2 x 800 SSD,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:i2.2xlarge,RunInstances,Used,,27,,Yes,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
D3DQYQJXGDG9DV7G,JRTCKXETXF,D3DQYQJXGDG9DV7G.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.141 per Dedicated Windows i2.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2.141,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,i2.2xlarge,No,Storage optimized,8,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,61 GiB,2 x 800 SSD,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:i2.2xlarge,RunInstances:0002,Used,,27,,Yes,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
RKEGB47DHY7WYBKQ,JRTCKXETXF,RKEGB47DHY7WYBKQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.976 per Dedicated SUSE i2.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.976,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,i2.2xlarge,No,Storage optimized,8,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,61 GiB,2 x 800 SSD,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:i2.2xlarge,RunInstances:000g,Used,,27,,Yes,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
EM4WENQDQTCE6CHN,JRTCKXETXF,EM4WENQDQTCE6CHN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.881 per Dedicated RHEL i2.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.881,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,i2.4xlarge,No,Storage optimized,16,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,122 GiB,4 x 800 SSD,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:i2.4xlarge,RunInstances:0010,Used,,53,,Yes,,,,,,,,,,,,,,,,32,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
8SB633RNEF7QTBRF,JRTCKXETXF,8SB633RNEF7QTBRF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.851 per Dedicated SUSE i2.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.851,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,i2.4xlarge,No,Storage optimized,16,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,122 GiB,4 x 800 SSD,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:i2.4xlarge,RunInstances:000g,Used,,53,,Yes,,,,,,,,,,,,,,,,32,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
R663DPH9T8Q89W88,JRTCKXETXF,R663DPH9T8Q89W88.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.280 per Dedicated Windows i2.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,4.28,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,i2.4xlarge,No,Storage optimized,16,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,122 GiB,4 x 800 SSD,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:i2.4xlarge,RunInstances:0002,Used,,53,,Yes,,,,,,,,,,,,,,,,32,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
6V9UKEPJF6WP9M5K,JRTCKXETXF,6V9UKEPJF6WP9M5K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.751 per Dedicated Linux i2.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.751,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,i2.4xlarge,No,Storage optimized,16,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,122 GiB,4 x 800 SSD,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:i2.4xlarge,RunInstances,Used,,53,,Yes,,,,,,,,,,,,,,,,32,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
